age,weight,height,arm_span,wins_count,wins_knockouts_count,wins_submissions_count,wins_judges_decisions_count,defeats_count,defeats_knockouts_count,defeats_submissions_count,defeats_judges_decisions_count
31,61,173,0,17,3,7,7,3,0,0,3
32,119,193,0,20,7,12,1,2,1,0,1
34,93,185,0,13,9,0,4,5,2,1,2
38,77,183,193,21,5,12,4,13,2,1,10
37,61,163,171,16,8,0,8,4,1,0,3
32,61,173,0,17,4,2,11,0,0,0,0
39,108,185,0,26,20,1,5,12,2,3,7
62,107,191,0,21,1,17,3,8,2,4,2
28,107,185,0,11,8,0,3,3,0,2,1
31,77,183,187,14,9,1,4,6,2,0,4
27,70,182,185,9,2,2,5,2,0,0,2
25,68,180,183,8,5,1,2,2,1,1,0
56,95,183,0,17,2,14,1,5,3,0,2
32,84,183,190,12,11,0,1,3,0,2,1
29,84,188,188,12,10,0,2,0,0,0,0
35,57,163,168,15,8,1,6,9,2,0,7
35,66,168,166,11,1,6,4,4,0,0,4
35,70,175,185,27,16,9,2,6,1,1,4
35,84,178,188,36,14,10,12,9,4,2,3
37,70,178,184,25,11,8,6,14,2,3,9
35,70,173,178,27,14,6,7,13,2,4,7
57,93,175,0,30,0,24,6,11,3,5,3
39,70,172,0,40,13,5,22,7,3,2,2
30,77,185,185,29,11,7,11,11,1,1,9
36,84,178,192,31,17,1,13,10,1,1,8
36,77,178,174,20,3,7,10,6,2,1,3
36,93,183,180,24,8,7,9,8,4,2,2
28,120,198,0,6,5,1,0,3,3,0,0
28,66,170,0,12,3,8,1,4,0,0,4
33,112,196,198,32,15,11,6,8,4,3,1
31,113,193,193,12,5,2,5,2,0,0,2
31,77,190,206,25,14,7,4,10,1,3,6
53,108,175,180,60,5,36,19,26,9,4,13
30,57,163,0,26,9,9,8,10,1,4,5
29,57,163,165,8,2,3,3,5,0,3,2
33,66,168,178,21,6,3,12,0,0,0,0
41,65,173,169,7,3,1,3,1,1,0,0
33,70,178,188,24,12,1,11,3,0,0,3
44,104,183,188,20,15,4,1,5,3,2,0
35,77,183,180,17,11,3,3,12,8,2,2
33,70,178,177,10,1,8,0,4,3,1,0
46,110,193,196,24,6,12,6,10,3,0,7
28,70,175,0,15,2,5,8,3,1,0,2
37,61,168,168,12,3,9,0,2,2,0,0
33,57,165,163,5,0,3,2,1,0,0,1
37,66,170,173,18,10,3,5,4,3,0,1
28,70,191,192,13,9,4,0,7,3,0,4
35,84,185,0,16,7,3,6,5,3,0,2
28,77,180,181,6,2,1,3,3,2,0,1
36,113,193,215,27,10,7,10,1,1,0,0
34,70,173,0,15,6,3,6,6,3,1,2
32,77,183,188,21,11,6,4,1,0,0,1
34,77,180,185,17,6,4,7,4,1,2,1
30,70,173,168,28,11,6,11,5,0,1,4
49,106,188,185,38,30,4,4,11,6,2,3
29,70,178,185,21,6,9,6,3,0,1,2
33,84,178,188,14,5,5,4,0,0,0,0
28,70,175,172,4,1,1,2,2,0,0,2
28,66,173,0,14,3,1,10,0,0,0,0
31,61,173,0,18,4,6,8,3,0,0,3
36,84,193,0,9,7,0,2,2,1,1,0
36,119,180,0,14,10,4,0,0,0,0,0
37,84,175,0,18,8,4,6,3,1,1,1
38,56,163,0,22,6,5,11,7,1,0,6
33,66,185,0,18,6,7,5,1,0,1,0
23,57,170,175,12,2,6,4,0,0,0,0
37,93,180,0,13,9,1,3,0,0,0,0
32,70,180,0,7,6,0,1,3,0,0,3
36,77,191,203,29,8,4,17,11,2,6,3
34,61,168,170,18,5,2,11,3,0,0,3
25,52,168,170,8,2,4,2,0,0,0,0
31,70,175,0,28,4,16,8,5,2,0,3
19,61,175,170,8,2,5,1,1,0,0,1
28,105,188,198,14,7,4,3,4,1,1,2
35,84,180,181,16,3,9,4,5,4,1,0
31,130,186,192,5,2,3,0,8,7,1,0
42,115,193,203,28,20,5,3,9,5,4,0
34,70,180,182,18,0,10,8,5,3,1,1
31,93,180,188,18,10,4,4,2,1,1,0
23,66,180,180,9,3,4,2,0,0,0,0
35,70,178,178,29,8,11,10,0,0,0,0
33,70,175,173,18,7,5,5,5,2,0,4
24,70,178,183,9,2,0,7,0,0,0,0
34,84,183,0,16,11,3,2,1,0,0,1
33,72,173,173,20,7,1,12,6,1,1,4
30,66,172,0,11,9,1,1,3,2,0,1
31,66,172,0,16,11,3,2,6,4,1,1
29,66,176,0,15,2,6,7,6,2,2,2
34,66,168,0,15,5,1,9,6,0,2,4
31,66,173,0,34,19,9,6,10,2,2,6
0,66,173,0,18,7,5,6,7,4,0,3
26,66,173,0,13,9,0,4,2,0,0,2
35,66,174,0,21,6,9,6,9,4,1,4
31,66,173,0,16,6,7,3,2,1,0,1
26,66,173,0,15,3,7,5,0,0,0,0
27,84,187,0,12,3,6,3,3,1,1,1
35,84,178,185,14,5,1,8,7,3,1,3
0,84,185,187,17,5,8,4,3,0,1,2
32,84,185,0,16,9,2,5,3,1,1,1
36,84,183,0,29,8,15,6,12,6,2,4
34,84,188,189,25,4,19,2,10,5,2,3
32,84,185,185,19,9,6,4,5,2,1,2
32,84,185,0,13,4,3,6,3,0,1,2
35,84,188,184,15,5,2,8,7,2,1,4
0,0,0,0,12,5,0,6,3,2,0,1
32,84,177,179,18,10,5,3,6,1,0,5
36,84,186,197,16,4,5,7,5,3,2,0
33,84,183,186,18,6,1,11,4,2,0,2
0,84,185,0,23,19,1,3,11,4,5,2
29,84,183,183,20,6,1,13,2,0,2,0
31,0,0,186,16,3,6,7,2,1,0,1
27,66,170,0,16,10,1,5,4,0,1,3
31,66,175,0,20,8,2,10,3,1,1,1
29,66,181,0,15,1,10,4,3,2,1,0
35,66,175,0,20,5,4,11,2,0,1,1
32,0,0,0,0,0,0,0,0,0,0,0
37,66,173,178,34,10,16,8,8,0,4,4
31,61,169,0,13,4,2,7,7,2,2,3
30,61,173,0,12,5,2,5,2,0,0,2
33,61,165,0,18,4,1,13,6,0,1,5
31,61,167,0,12,5,4,3,2,0,1,1
28,61,175,0,18,0,9,9,6,2,1,3
37,77,180,185,18,4,1,13,10,2,1,7
0,77,188,0,8,0,5,3,3,1,0,2
35,77,185,0,27,4,18,5,10,3,4,3
0,77,178,0,14,3,2,9,4,2,0,2
39,77,182,0,13,7,2,4,4,1,1,2
35,77,185,185,25,5,11,9,3,0,1,2
31,77,177,0,18,5,6,7,7,3,1,3
0,77,177,182,17,7,9,1,5,1,0,4
29,77,186,188,16,5,3,8,6,1,0,5
0,77,182,187,16,2,8,6,2,1,0,1
33,77,175,180,33,3,24,6,11,7,1,3
34,77,175,179,22,10,1,11,7,1,0,6
32,77,178,178,13,2,0,10,6,2,1,4
33,77,178,175,23,10,3,10,10,1,4,5
32,77,177,178,17,4,4,9,6,0,1,5
30,77,183,185,22,4,1,17,4,3,0,1
32,61,168,0,16,10,0,6,10,4,3,3
26,61,168,0,12,2,5,5,0,0,0,0
0,61,175,0,13,5,1,7,5,0,1,4
33,61,170,0,18,5,5,8,10,7,0,3
33,61,170,0,13,3,1,9,6,1,0,5
36,61,163,0,17,4,5,8,10,3,2,5
39,61,162,163,26,12,1,13,6,0,2,4
37,61,168,0,29,10,11,8,8,0,2,6
0,61,165,0,32,9,11,12,9,2,0,7
30,61,167,0,18,7,2,10,1,0,0,1
35,61,165,165,21,6,5,10,3,1,0,2
33,57,167,0,14,2,7,5,3,1,1,1
32,57,168,0,19,9,5,5,11,1,2,8
30,57,168,0,8,4,2,2,3,1,1,1
32,57,168,0,13,6,2,5,4,2,1,1
0,57,163,0,13,2,5,6,0,0,0,0
33,57,163,0,18,11,2,5,7,2,1,4
28,57,165,0,13,6,1,6,4,0,1,4
0,70,176,0,11,4,2,6,4,2,1,1
35,70,173,0,20,7,1,12,7,1,0,6
0,70,175,0,11,4,2,5,3,0,0,3
40,70,173,0,25,11,1,13,16,2,6,8
30,70,178,0,20,1,6,13,4,0,0,4
0,70,179,0,17,6,3,8,4,1,1,2
33,70,175,0,21,7,4,10,11,2,1,8
31,70,170,173,20,11,1,8,7,2,0,5
31,70,175,180,19,1,11,7,9,2,1,6
39,70,176,180,25,9,1,15,6,0,0,6
0,70,178,178,21,8,4,9,5,3,0,2
35,70,181,184,26,8,13,5,15,4,2,9
32,70,173,175,24,10,8,6,8,5,1,2
35,70,180,180,41,12,21,8,8,1,2,5
35,70,172,173,20,8,6,6,2,0,0,2
30,57,163,0,15,4,1,10,3,1,0,2
29,57,165,0,15,6,4,5,4,2,1,2
33,57,168,0,13,8,2,3,3,1,1,1
0,57,167,0,14,1,7,6,7,1,5,1
28,57,167,0,16,1,7,8,3,0,1,2
36,57,165,0,16,3,2,11,4,1,0,3
33,57,170,0,21,5,12,4,3,0,2,1
0,57,162,0,19,5,6,8,3,0,0,3
38,66,173,173,27,21,1,5,2,1,1,0
32,77,183,188,22,7,3,12,3,0,0,3
36,77,182,193,20,9,1,10,4,1,1,2
35,70,180,178,25,20,1,4,4,2,2,0
31,70,173,180,12,8,1,3,3,2,0,1
26,57,168,175,9,3,2,4,2,0,1,1
30,84,183,188,19,2,9,8,7,0,0,7
35,84,188,193,12,7,3,2,3,0,0,3
29,61,173,180,17,4,9,4,1,0,1,0
30,93,185,191,17,13,2,2,9,4,4,1
39,77,180,177,19,13,2,4,5,2,2,1
35,70,175,187,20,4,7,9,13,1,7,5
30,61,168,175,23,4,4,15,6,1,2,3
0,120,193,0,8,7,1,0,1,1,0,0
40,118,201,0,15,4,10,1,2,2,0,0
29,116,198,0,9,5,1,3,3,0,0,3
37,114,188,0,22,10,10,2,15,5,7,3
33,104,188,0,10,6,1,3,4,2,1,1
37,113,191,0,15,4,2,9,3,2,0,1
42,120,196,0,15,11,3,1,7,1,1,7
0,93,182,0,10,2,2,6,2,1,0,1
33,120,201,0,18,6,5,7,11,8,3,0
38,108,191,0,26,16,5,5,7,3,1,3
41,115,183,0,26,6,10,10,14,3,2,9
30,113,198,0,13,7,1,5,3,0,1,2
37,108,183,0,24,15,0,9,9,3,0,6
37,115,185,0,21,8,2,11,3,2,1,0
33,113,183,0,12,6,5,1,6,3,1,2
38,120,185,0,17,10,1,6,8,3,1,4
39,93,191,0,7,3,3,1,3,1,1,1
31,93,191,0,13,5,7,1,11,3,4,4
35,93,183,0,7,2,2,3,2,1,0,1
0,93,185,0,11,7,1,3,7,2,4,1
28,93,185,0,8,3,5,0,4,1,0,3
39,93,191,0,21,7,7,7,11,4,0,7
31,93,183,0,17,3,5,9,10,5,0,5
0,93,188,0,12,4,5,3,2,0,0,2
36,93,185,0,21,12,5,4,10,3,1,6
38,61,173,173,24,7,1,16,4,2,1,1
33,93,188,0,14,10,1,3,5,2,1,2
31,93,188,0,20,10,4,6,7,3,1,3
39,93,188,0,12,7,2,3,4,4,0,0
35,93,183,0,22,10,5,7,2,0,1,1
30,93,175,0,12,6,1,5,3,0,1,1
37,93,183,0,16,15,1,0,4,0,3,1
29,93,183,0,13,9,2,5,0,0,0,0
34,57,169,168,11,6,0,5,1,0,0,1
25,57,165,165,13,6,2,5,2,0,0,2
24,57,163,173,12,2,4,6,1,0,0,1
30,57,165,168,16,4,2,10,3,0,1,2
30,57,168,173,19,10,3,6,3,0,0,3
36,57,163,163,9,2,3,4,5,2,0,3
37,57,168,168,15,3,1,11,11,1,1,9
35,57,168,177,13,3,5,5,9,0,1,8
37,57,163,173,12,3,4,5,6,1,0,5
38,57,168,166,16,5,1,10,8,0,5,3
35,57,163,163,21,4,5,12,10,1,1,8
40,57,165,173,17,8,1,7,6,1,0,5
35,57,175,173,18,2,1,15,5,2,0,3
35,57,165,166,23,8,7,8,4,1,1,2
33,66,170,170,10,0,2,8,2,1,0,1
35,61,163,165,9,4,2,3,2,1,0,1
29,61,170,171,16,4,2,10,6,0,2,4
32,61,170,168,16,3,0,13,7,1,2,4
41,61,170,166,10,4,0,6,8,3,1,4
32,64,180,183,8,2,2,4,3,1,1,1
43,61,165,168,14,1,5,8,6,1,4,1
35,61,170,171,16,1,4,11,8,1,1,6
37,57,168,169,19,4,7,8,9,2,3,4
32,61,175,173,14,2,4,8,3,1,0,2
34,61,173,174,14,7,1,6,8,3,2,2
29,66,168,168,10,6,1,3,4,1,0,3
35,63,175,174,15,8,3,4,7,2,0,5
42,66,173,175,15,8,0,7,6,1,1,4
35,61,173,175,23,13,4,6,5,2,2,1
34,61,170,175,11,3,5,3,5,1,2,2
30,52,163,157,9,3,4,2,2,1,0,1
41,52,165,170,14,2,8,4,7,2,2,3
35,52,160,163,19,1,13,5,3,0,0,3
39,52,160,164,16,5,0,11,13,0,2,11
36,52,163,165,14,8,3,3,3,1,1,1
38,52,161,157,18,3,9,6,12,2,4,6
30,52,160,168,12,3,4,5,4,3,0,1
34,52,155,155,13,1,1,11,6,0,0,6
38,52,166,163,11,4,2,5,7,0,2,5
32,57,155,157,25,10,8,7,12,5,4,3
30,52,163,160,13,0,7,6,5,1,0,4
34,52,166,160,17,8,0,9,3,1,1,1
36,52,168,165,17,7,1,9,3,1,0,2
36,52,155,160,19,4,4,11,7,2,2,3
34,52,163,160,24,11,8,5,3,1,0,2
31,52,165,165,11,2,5,4,6,1,1,4
28,61,172,175,17,2,7,8,0,0,0,0
31,61,168,178,20,6,4,10,5,2,1,2
46,115,188,203,61,8,48,5,17,9,2,6
30,116,191,198,16,7,7,2,4,3,0,1
31,116,191,203,18,15,0,3,2,2,0,0
40,120,196,208,13,13,0,0,10,5,1,3
37,117,181,185,19,6,6,7,7,0,1,6
32,120,193,196,16,11,0,5,5,4,0,1
33,108,188,0,18,6,9,3,2,1,0,1
30,114,196,198,14,11,3,0,3,1,1,0
38,115,191,198,24,9,6,9,8,5,0,3
42,119,191,193,20,9,4,7,8,6,1,1
34,110,188,193,12,11,0,1,7,6,1,0
35,119,188,198,14,13,0,1,5,2,1,2
35,117,201,203,37,24,4,9,10,2,3,5
33,118,193,203,17,12,0,5,4,4,0,0
39,120,191,201,27,22,1,4,12,7,2,3
30,120,188,191,14,13,0,1,6,3,2,1
41,107,194,203,20,15,0,5,4,3,0,1
43,113,196,206,12,6,3,3,2,0,1,1
34,70,178,188,34,10,21,3,9,4,4,1
35,93,191,198,19,12,1,6,8,1,2,4
37,120,193,211,17,12,4,1,3,0,0,3
32,93,193,201,12,7,0,5,1,1,0,0
31,93,191,197,30,12,16,2,9,1,6,2
32,93,196,207,21,6,12,3,9,3,3,3
31,93,198,208,21,16,3,2,8,5,1,2
28,93,188,188,12,5,4,3,4,2,2,0
34,93,188,191,19,12,2,5,7,2,2,3
36,93,192,193,17,4,13,0,7,4,2,1
40,93,188,193,22,15,1,6,12,4,3,5
34,93,193,196,12,7,2,3,4,3,0,1
31,93,193,203,29,25,3,1,3,2,1,0
32,93,194,198,14,9,1,4,3,1,1,1
31,93,191,191,18,10,0,8,1,0,1,0
35,93,193,193,37,19,15,3,19,11,4,4
26,84,188,188,12,10,1,1,4,3,0,1
44,93,188,193,33,18,10,5,9,3,1,5
41,93,188,198,29,9,9,11,10,2,2,6
32,84,175,182,17,6,4,7,8,0,2,6
29,88,191,191,13,5,4,4,4,0,1,3
36,84,185,188,20,5,2,13,9,5,0,4
33,92,185,193,28,10,4,13,6,2,0,4
32,84,183,183,14,11,1,2,3,1,0,2
35,84,185,197,24,11,6,7,8,3,2,3
31,91,183,189,18,10,2,6,5,1,3,1
39,91,183,202,17,13,1,3,11,4,0,7
34,84,193,203,24,16,0,8,3,1,0,2
33,84,183,187,25,9,5,11,7,3,1,3
39,84,180,197,17,10,2,5,6,2,0,4
40,84,185,196,24,12,4,8,9,7,0,2
33,77,180,191,15,9,2,4,6,1,2,3
35,77,183,183,19,10,4,5,8,0,2,6
37,77,183,186,29,16,6,7,7,4,0,3
31,77,178,184,15,3,4,8,1,1,0,0
29,77,185,196,18,8,10,0,0,0,0,0
39,77,180,188,35,16,2,17,17,2,2,13
29,77,188,191,13,5,2,6,0,0,0,0
37,77,178,180,22,6,9,7,6,2,0,4
35,77,177,183,23,5,1,17,3,1,0,2
32,77,180,192,22,11,8,3,9,1,2,6
27,71,170,184,21,9,5,7,3,1,0,2
39,70,175,188,18,4,7,7,5,3,0,2
36,77,181,183,17,4,4,9,4,1,1,2
35,70,0,188,22,19,1,2,6,2,4,0
36,70,0,180,14,7,5,3,1,1,0,0
33,70,178,179,23,8,5,10,2,0,0,2
32,70,0,180,10,5,0,5,4,1,3,0
37,71,173,181,23,11,7,5,8,4,1,3
39,71,173,178,32,5,11,16,15,4,0,11
40,71,183,194,25,12,8,5,10,2,3,5
34,71,183,191,23,11,7,5,12,3,3,6
32,66,180,192,16,5,5,6,4,2,0,2
27,66,170,175,15,5,8,2,0,0,0,0
35,70,175,183,29,14,8,7,8,3,3,2
34,70,178,183,22,5,8,9,6,5,1,0
39,66,169,178,19,7,2,10,4,1,1,2
35,66,183,190,15,9,1,5,3,0,1,2
32,66,170,180,18,6,5,7,7,0,0,7
38,66,180,191,24,14,1,9,11,4,2,5
29,66,175,178,16,0,9,7,2,1,1,0
30,66,175,180,13,6,1,6,3,1,0,2
30,66,170,184,18,3,4,11,0,0,0,0
32,66,180,175,25,11,2,12,7,0,1,6
33,66,175,175,16,3,8,5,3,2,0,1
31,66,180,180,15,5,4,6,5,3,1,1
36,66,175,183,17,6,8,3,8,5,0,3
35,66,180,183,23,11,2,10,7,1,1,5
30,66,173,178,19,7,4,8,3,0,0,3
41,61,165,169,28,4,10,14,10,3,3,4
42,62,168,173,24,7,4,13,11,5,0,6
26,61,170,173,21,9,3,9,7,2,0,4
29,61,180,183,17,12,1,4,1,1,0,0
35,66,168,182,26,13,3,10,4,3,0,1
35,61,168,170,23,10,6,7,13,9,2,1
31,61,173,179,21,8,8,5,8,0,0,8
38,61,169,170,17,8,3,6,5,3,0,2
31,61,180,178,17,7,3,7,4,0,1,3
36,61,173,182,20,9,4,7,7,0,1,6
37,62,170,178,31,17,1,13,8,4,1,3
30,56,165,173,17,5,9,3,1,0,0,1
30,56,165,173,19,11,5,3,6,0,2,4
32,56,170,178,15,1,8,6,2,0,0,2
34,61,170,180,23,3,8,11,4,2,0,2
31,61,171,170,16,7,1,8,5,0,0,4
31,56,165,170,17,3,11,3,5,2,1,1
31,56,168,168,19,5,5,9,3,3,0,0
34,56,173,178,18,2,11,4,10,5,3,2
31,56,165,173,20,8,8,4,5,1,0,4
37,56,170,170,20,3,7,10,13,1,6,6
28,56,173,183,16,13,1,2,6,0,6,0
33,56,166,173,27,8,10,9,5,0,0,5
31,56,168,166,24,5,7,12,8,1,5,2
31,56,175,179,15,4,9,2,7,1,1,5
30,56,163,169,24,11,3,10,11,3,3,5
33,66,179,174,10,2,0,8,8,2,0,6
30,56,170,178,21,5,11,5,7,0,0,7
36,56,165,173,21,9,8,4,3,1,1,1
31,56,167,170,15,4,7,4,1,0,0,1
37,66,170,165,9,1,1,7,5,0,1,4
38,66,173,175,9,2,4,3,6,1,1,4
38,66,178,178,8,2,5,1,2,1,0,1
34,66,170,175,3,2,1,0,4,1,1,2
41,66,168,173,14,5,4,5,5,2,1,2
41,66,175,170,12,5,0,7,9,3,0,6
31,66,173,175,8,2,2,4,3,1,0,2
29,66,178,178,6,4,0,2,8,2,1,5
38,66,170,173,9,4,0,5,6,3,0,3
27,57,160,0,7,1,0,6,4,0,0,4
33,57,163,163,6,3,1,2,1,0,0,1
40,66,168,168,15,8,1,6,10,0,5,5
36,57,168,164,12,1,8,3,6,2,2,2
25,57,163,163,4,2,0,2,1,0,0,1
33,57,173,168,5,1,2,2,2,0,0,2
39,57,157,164,23,4,11,8,10,2,2,6
39,57,163,168,13,2,2,9,8,1,3,4
25,57,168,166,6,1,1,4,1,0,0,1
35,57,167,168,12,3,4,5,2,1,0,1
37,57,168,170,11,6,1,4,6,3,0,3
36,57,163,163,7,1,2,4,6,1,0,5
37,57,170,171,12,4,1,7,2,1,1,0
33,58,163,169,13,2,6,5,3,1,0,2
40,57,168,168,20,9,5,6,7,0,2,5
34,57,160,168,8,2,3,3,5,0,3,2
27,66,175,0,8,2,1,5,1,0,0,1
34,70,178,180,15,1,9,5,5,0,3,2
26,70,180,188,9,3,4,2,1,0,0,1
40,66,175,175,16,7,2,7,5,2,1,2
36,61,178,188,15,2,6,7,7,1,3,3
39,66,177,180,42,6,22,14,15,5,3,7
32,66,175,183,14,4,1,9,3,0,0,3
31,66,180,180,19,7,2,10,3,2,0,1
29,66,175,0,23,6,12,5,2,0,1,1
33,70,175,193,21,1,8,11,9,0,1,7
27,66,173,179,13,9,2,2,4,3,1,0
28,66,180,179,13,2,6,5,8,3,1,4
31,114,191,191,10,7,3,0,4,2,0,2
28,70,178,187,22,6,8,8,1,0,0,1
36,66,168,166,35,11,12,12,7,2,1,4
30,66,172,175,18,1,9,8,5,1,2,2
0,112,191,193,9,5,1,3,2,0,1,1
43,120,194,191,33,23,8,2,8,4,3,1
36,106,188,191,13,6,4,3,2,1,0,1
39,120,191,193,22,13,7,2,2,1,0,1
41,114,196,208,0,0,2,1,0,0,0,0
33,117,188,196,13,8,1,4,3,2,0,1
31,113,203,201,10,4,6,0,1,0,0,1
32,110,183,193,8,5,1,2,5,1,0,4
29,119,183,203,6,3,0,3,2,0,2,0
32,112,194,213,31,15,4,12,12,3,1,8
47,105,183,193,40,16,15,9,7,6,1,0
40,108,193,208,23,10,8,5,8,4,1,3
38,120,191,198,16,8,3,5,9,5,1,3
31,93,190,185,7,5,2,0,4,1,3,0
40,105,188,188,31,13,3,15,8,6,2,0
32,105,106,191,12,1,3,8,3,1,0,2
28,93,180,188,9,1,3,5,1,0,0,1
47,93,173,180,32,29,0,3,17,7,8,2
34,93,180,183,21,12,4,5,7,2,3,2
28,93,198,206,7,3,4,0,1,0,0,1
37,93,186,198,32,5,14,13,8,1,3,4
40,93,188,196,23,17,0,6,6,1,5,0
32,93,191,196,10,3,4,3,4,0,2,2
45,93,185,190,26,11,2,13,12,4,2,6
30,93,188,192,13,6,3,4,5,2,1,2
32,93,183,183,10,4,4,2,3,1,0,2
34,93,191,201,17,8,0,9,6,4,0,2
39,93,188,201,24,6,5,13,7,0,0,7
30,84,183,184,16,13,0,3,3,1,0,2
36,84,183,183,18,9,5,4,4,3,0,1
33,84,180,201,8,6,0,2,3,0,2,1
31,84,187,187,19,8,5,6,4,1,1,2
33,84,178,187,15,8,5,2,4,3,0,1
34,84,178,183,6,3,2,1,2,1,0,1
28,84,183,188,8,4,0,4,0,0,0,0
39,84,180,180,63,33,12,18,15,3,4,8
38,84,186,187,19,7,10,2,6,2,3,1
31,84,185,196,14,4,6,4,2,0,0,2
30,84,185,202,12,4,3,5,3,1,0,2
32,84,185,188,15,6,1,8,0,0,0,0
34,84,177,185,31,17,7,7,3,1,0,2
28,77,175,175,10,0,1,9,1,0,0,1
31,77,180,189,16,5,0,11,5,2,2,1
38,84,188,193,49,27,10,12,9,1,4,4
33,84,180,188,11,3,3,5,2,2,0,0
30,77,180,191,8,5,0,3,0,0,0,0
32,77,183,194,11,2,7,2,4,1,0,3
37,77,180,184,25,13,0,12,8,2,0,6
27,77,185,185,13,10,0,3,2,0,1,1
30,77,183,183,15,2,9,4,1,1,0,0
34,77,183,188,17,6,6,5,4,1,1,2
41,77,175,190,43,35,0,8,18,2,6,10
33,77,175,190,27,14,4,9,4,2,1,1
33,77,185,199,18,6,3,9,4,2,0,2
35,77,183,188,12,1,9,2,4,1,0,3
31,77,175,182,15,9,0,6,2,0,0,2
37,70,173,185,24,4,5,15,4,0,1,3
30,70,173,180,20,6,5,9,4,2,1,1
37,70,178,150,16,2,11,3,4,1,0,3
30,70,176,179,24,12,7,5,3,0,1,2
30,77,180,180,27,9,10,8,1,1,0,0
35,70,181,185,19,10,3,6,6,1,2,3
23,70,183,185,6,0,6,0,1,1,0,0
35,70,180,182,14,2,7,5,5,0,2,3
31,70,175,178,15,2,6,7,1,1,0,0
31,70,178,188,28,3,21,4,6,1,0,5
35,70,178,189,13,3,0,10,8,2,0,6
34,70,175,180,30,5,9,16,12,2,3,7
35,70,180,183,23,4,10,9,3,1,0,2
32,61,170,170,19,3,6,10,3,0,0,3
31,61,165,170,14,7,5,2,2,1,0,1
38,70,170,180,25,17,1,7,12,3,1,8
31,70,173,188,17,1,8,8,6,3,1,2
38,70,178,190,12,2,6,4,4,1,0,3
25,70,181,183,17,8,6,3,0,0,0,0
37,62,168,169,22,5,4,13,6,1,0,5
28,61,175,184,8,1,2,5,2,0,0,2
36,66,172,170,6,1,3,2,3,0,1,2
33,57,165,168,31,15,4,12,5,2,1,2
25,61,170,178,9,3,0,6,3,0,2,1
32,61,173,178,11,7,0,4,1,1,0,0
35,61,170,184,20,4,4,12,2,2,0,0
35,61,180,182,19,2,13,4,1,0,0,1
32,61,170,175,20,4,10,6,3,0,1,2
35,61,173,183,22,3,13,6,6,2,1,3
27,61,175,173,11,0,9,2,2,1,1,0
36,61,170,175,29,11,1,17,4,1,1,2
